56514,0.00,0.02,0.00,-0.68,-0.57,0.00,0.90
56524,0.00,0.02,0.00,-0.75,-0.64,0.00,0.90
56535,0.00,0.01,0.00,-0.77,-0.68,0.00,0.90
56544,0.00,0.00,0.00,-0.70,-0.69,0.00,0.90
56554,0.00,-0.01,0.00,-0.59,-0.68,0.00,0.90
56564,0.00,-0.01,0.00,-0.63,-0.73,0.00,0.90
56574,-0.01,-0.02,-1.25,-0.40,-1.04,0.00,0.90
56584,-0.03,-0.02,-1.25,-0.54,-1.14,0.00,0.90
56594,-0.04,-0.02,-1.25,-0.40,-1.10,0.00,0.90
56604,-0.06,-0.02,-2.50,0.00,-1.33,0.00,0.90
56614,-0.08,-0.02,-1.25,0.00,-0.95,0.00,0.90
56624,-0.10,-0.02,-2.50,0.28,-1.21,0.00,0.90
56634,-0.12,-0.02,-2.50,0.35,-1.18,0.00,0.90
56644,-0.17,-0.02,-5.00,0.30,-1.97,0.00,0.90
56654,-0.20,-0.01,-2.50,0.35,-1.18,0.00,0.90
56665,-0.25,-0.00,-5.00,0.86,-1.71,0.00,0.90
56675,-0.29,0.01,-3.75,1.24,-1.11,0.00,0.90
56685,-0.35,0.02,-6.25,1.06,-1.92,0.00,0.90
56695,-0.41,0.03,-6.25,1.29,-1.79,0.00,0.90
56706,-0.46,0.05,-5.00,1.33,-1.34,0.00,0.90
56715,-0.52,0.07,-6.25,2.02,-1.35,0.00,0.90
56725,-0.60,0.08,-7.50,1.85,-1.74,0.00,0.90
56735,-0.66,0.10,-6.25,1.69,-1.37,0.00,0.90
56745,-0.74,0.12,-7.50,1.62,-1.73,0.00,0.90
56755,-0.80,0.14,-6.25,2.09,-1.06,0.00,0.90
56765,-0.88,0.16,-7.50,2.06,-1.38,0.00,0.90
56775,-0.95,0.18,-7.50,1.99,-1.34,0.00,0.90
56785,-1.01,0.20,-6.25,1.92,-0.91,0.00,0.90
56795,-1.06,0.22,-5.00,1.92,-0.45,0.00,0.90
56805,-1.11,0.24,-5.00,1.83,-0.42,0.00,0.90
56815,-1.16,0.25,-5.00,1.78,0.43,0.00,0.90
56825,-1.19,0.26,-2.50,0.52,0.68,0.00,0.90
56835,-1.20,0.25,-1.25,-0.42,0.64,0.00,0.90
