x,y1,y2
0.1,0.6257,0.073396
0.2,0.19074,0.040708
0.3,0.1057,0.038256
0.4,0.084593,0.048622
0.5,0.15249,0.067134
0.6,0.30483,0.097696
0.7,0.44218,0.14148
0.8,0.57132,0.19639
0.9,0.70356,0.2634
1,0.8475,0.34454
1.1,1.009,0.44182
1.2,1.1924,0.55727
