x,y1,y2
0.1,0.98964,0.94602
0.2,0.93959,0.98149
0.3,0.82628,0.86947
0.4,0.639,0.61128
0.5,0.36837,0.18855
0.6,5.5321e-14,0.43828
0.7,0.48721,1.3063
0.8,1.121,2.4756
0.9,1.9349,4.0162
1,2.9681,6.0093
1.1,4.2644,8.5468
1.2,5.8722,11.73
