x,y1,y2
0.5,0.58194,2.6558
0.6,0.67469,0.52807
0.7,0.75394,0.31775
0.8,0.43967,0.30579
0.9,0.41601,0.38759
1,0.62154,0.65915
1.1,0.52471,0.56038
1.2,0.52033,0.37314
1.3,0.68878,1.7573
1.4,0.58368,1.6021
1.5,0.65801,1.3283
1.6,0.69376,1.3417
1.7,0.74412,1.507
1.8,0.83603,1.344
1.9,0.90578,1.2158
2,0.9285,1.1564
