x,y1,y2
0.5,2.4087,1.0139
0.6,1.7655,3.6853
0.7,1.7942,2.02
0.8,2.1231,1.6964
0.9,2.1271,1.7612
1,1.9891,1.5458
1.1,2.0091,1.386
1.2,1.9829,1.6539
1.3,1.8999,1.1001
1.4,1.9785,1.1213
1.5,1.9335,1.1105
1.6,1.8979,0.66972
1.7,1.8921,1.0319
1.8,1.8374,0.9752
1.9,1.797,0.96599
2,1.7878,1.0237
