time,phi,theta,phi_dot,theta_dot,ua,ref,ts
0.662,-2.7622851752578,-0.010791545376072298,-0.8559251934378542,-0.6627242467100833,-0.39,0.18,1.0
0.672,-2.78605273386968,0.13034814697042982,-2.20662258415778,-0.18712033975535922,-0.48,0.58,1.0
0.682,-2.802145454484448,0.09936645347043858,-1.6112698931858738,0.1466762327111883,0.85,1.42,1.0
0.692,-2.8090807449519164,0.2820076329280869,-0.4941027697477347,0.040820892219492144,-0.4,0.16,1.0
0.702,-2.8118920161895686,0.09161136081102944,-0.4232152455601852,0.2627307187131045,-0.17999999999999994,0.04,1.0
0.712,-2.8268454024161738,0.10777582318174198,-1.090442041500083,0.14522245958720215,-0.7699999999999999,-0.15,1.0
0.722,-2.8487090213738484,0.05737887622686793,-2.52384723350592,0.12395444049467175,-0.7799999999999999,0.23,1.0
0.732,-2.8641979865605305,0.03653920553413644,-1.8726464434879164,0.31807980407775555,-0.59,-0.07,1.0
0.743,-2.8889854442183025,0.10375615849013918,-2.5106162197704207,0.5874224543953039,-0.17999999999999994,0.59,1.0
0.753,-2.910385278551485,0.18430986169668945,-2.301437221288407,0.740438019002216,-0.04999999999999999,0.61,1.0
0.763,-2.929661179631173,0.1863787796612669,-1.2983619833392426,0.8282203999697353,-0.36,-0.11,1.0
0.773,-2.9410968244359847,0.13749330090126816,-1.3787418188950462,0.8723273127642883,-0.03999999999999998,0.21,1.0
0.783,-2.94300304110981,0.11837180200498289,-0.2468425399477583,0.5065480568398757,0.28,0.28,1.0
0.794,-2.9482569731229806,0.19657674221624982,-0.7084742606747438,0.09612889725144735,-0.9,-0.39,1.0
0.803,-2.9456221021392497,-0.03024785140161515,0.06577719712775432,0.0518060259810722,-0.49,-0.64,1.0
0.813,-2.9426212267511342,-0.012772300700800474,-0.33770789651466104,-0.5394910730075057,-0.58,-0.12,1.0
0.823,-2.942856455636608,-0.006763555997080919,-0.48360354947887085,-0.7592274815637774,-0.91,-0.36,1.0
0.833,-2.9440862754305543,-0.05590573512098211,-0.7622633957681755,-0.812867532325604,-1.3599999999999999,-0.75,1.0
0.843,-2.946109543964521,-0.1427138830880018,-1.1400930989313376,-0.8346324996438776,-0.7599999999999999,-0.07,1.0
0.853,-2.9457548753531873,-0.043731120413643895,-0.7425564029588034,-0.6415680729746582,-0.9400000000000001,-0.37,1.0
0.863,-2.9454718940743136,-0.036423629363512636,-0.8417428777796196,-0.1492581240750498,0.0,0.41,1.0
0.873,-2.9430070684259793,0.06458078170796494,-0.11796314467937724,-0.3819435891276853,-0.91,-0.41,1.0
0.883,-2.9434844880484765,-0.05064362694241707,-0.71869676175279,-0.3312395045097276,0.27,0.85,1.0
0.893,-2.9415079898705003,0.09004974093646079,0.11201056226513001,-0.6911822462074082,-0.7599999999999999,-0.11,1.0
0.903,-2.942267023955882,-0.035825682820801744,-0.5732615934677143,-0.6228195927232144,-1.21,-0.47,1.0
0.913,-2.9448927618933336,-0.12667427570954115,-1.004920224020355,-0.5094080080351615,0.009999999999999953,0.73,1.0
0.923,-2.9431203484741624,0.04739120950884565,-0.13465477629871392,-0.4690675694949355,-0.64,-0.01,1.0
0.933,-2.94281812908976,-0.031493719293867045,-0.513721919820189,-0.4311592135532811,-0.7499999999999999,-0.03,1.0
0.944,-2.9436749930013004,-0.0843896466823663,-0.6361580872884636,-0.6163987857265014,-0.5399999999999999,0.29,1.0
0.953,-2.9512944778783656,-0.01368664457082093,-1.3795763192451866,-0.5534351388499181,-1.37,-0.22,1.0
0.964,-2.9793529770615166,-0.07066851976462456,-3.0259534533469186,-0.05821162126563639,-2.0,-0.62,1.0
0.973,-3.00621792298385,-0.1825556496550475,-3.74416938519529,0.3795314138219956,-0.9700000000000001,0.26,1.0
0.983,-3.0417018913147578,0.04721762803238719,-3.958855719107366,1.2185138093564398,0.38,1.5,1.0
0.993,-3.0850917556091804,0.3430498026181659,-3.8680324823106274,1.7855403693293468,-1.0099999999999998,0.14,1.0
1.003,-3.114165864006934,0.082125939515036,-3.163732024212858,1.944450500971716,-0.7200000000000001,-0.26,1.0
1.013,-3.141687416719436,0.06432031947409704,-2.791891001929897,1.7239711623927891,-0.16999999999999993,0.31,1.0
1.024,-3.18425666740795,0.20821799572873695,-4.0656447346750735,1.2004492632168782,-1.4,-0.06,1.0
1.033,-3.215260633776867,-0.0033531785072767883,-3.4626342657570692,1.0891526010817152,-0.39,0.27,1.0
1.043,-3.257052132783108,0.19267049858120844,-4.337140728641325,0.8310918524924756,-1.4700000000000002,-0.08,1.0
1.053,-3.294032509820112,0.005099647103312205,-3.5606368117473406,0.8479494829806469,-2.0100000000000002,-1.33,1.0
1.063,-3.3490301551141792,0.043350636447900825,-6.497248433260852,1.562362380998045,-1.81,-0.34,1.0
1.073,-3.412645211150945,0.10499607181466562,-6.797865580797256,2.257022189714153,-1.2799999999999998,-0.22,1.0
1.083,-3.487871341167081,0.2918251576150823,-7.345143734306808,3.2849043409369902,-0.31999999999999995,0.56,1.0
1.094,-3.557740129915322,0.46273261663692566,-6.695725576426,3.5528311484456916,-0.82,-0.18,1.0
1.104,-3.6352207173228352,0.4338544496340151,-6.997761789256168,3.8713826544442114,-0.9999999999999999,-0.55,1.0
1.114,-3.6927907802673245,0.33293151487648254,-5.402959907633934,3.826814326012879,0.27,-0.11,1.0
1.124,-3.746077067579275,0.5297264805097723,-5.041288357181353,3.0869404459277794,-0.28,-0.16,1.0
1.135,-3.782035298767668,0.3997107248696816,-2.794041362741002,2.5673732402439025,0.7899999999999999,-0.05,1.0
1.144,-3.783698396615855,0.4145263688596061,0.17202775720431895,1.0601202367625246,0.4,-0.63,1.0
1.154,-3.779690222017935,0.35336616081287486,0.3170871994390494,-0.17129691910767741,0.85,0.35,1.0
1.165,-3.762174627906224,0.4171077718041551,1.539831224463343,-0.7156148314332772,0.28,-0.46,1.0
1.174,-3.749479600710705,0.36460388730664617,1.2674844050610123,-0.7497472819534545,-0.06,-0.72,1.0
1.184,-3.7401102984208774,0.2679064195867702,0.9865000927316909,-1.0524875622169672,1.1600000000000001,0.7,1.0
1.194,-3.7275641154858974,0.46501193810728253,1.865503676944455,-1.052810987652777,0.14,-0.41,1.0
1.204,-3.710771803891541,0.36645286510309505,1.1833206653055872,-0.505460515559459,0.84,0.19,1.0
1.214,-3.6828155066564325,0.33913739462864223,3.4097724106692247,-0.6916063057779867,1.4500000000000002,0.14,1.0
1.225,-3.6557322695278023,0.5228589413088435,2.439447479286907,-0.5390764163574451,1.23,0.6,1.0
1.234,-3.628167688431008,0.4273210388437904,3.8735730741358507,-0.6172302371567465,1.1099999999999999,-0.17,1.0
1.244,-3.581251475045402,0.25526848497870314,4.941706682191688,-1.9049000546886403,0.39,-0.6,1.0
1.254,-3.532079182972183,0.17765009261831174,4.527660433124549,-1.854976108493302,1.19,0.21,1.0
1.265,-3.4808823787294485,0.26209072455953375,5.091166376703238,-2.109168096665981,0.63,-0.24,1.0
1.275,-3.4310924537430494,0.2058307269914403,4.722380691624543,-1.8126674151871844,1.35,0.47,1.0
1.285,-3.379847724888101,0.27034451987482633,5.236196540476981,-1.982051111443915,1.7800000000000002,1.01,1.0
1.295,-3.3124026045897175,0.29063020239631976,6.5147024147645665,-2.194098469704472,0.64,-0.36,1.0
1.306,-3.2433265888950245,0.04482972304839841,6.730950924848187,-2.5279894119576416,0.39,-0.64,1.0
1.315,-3.196850328781673,0.0301853896090755,3.9696651496936215,-2.9874637899929057,-0.009999999999999953,0.35,1.0
1.325,-3.161344583180326,-0.03207261718386002,3.2370210277564957,-3.1352789737150744,-0.63,-0.15,1.0
1.335,-3.140662032648811,-0.06932608167756332,1.7496846943074966,-2.4066855988418627,-0.7599999999999999,-0.12,1.0
1.345,-3.1391216715827825,0.04877099375382071,-0.3720786674819033,-0.6615241068660251,-0.49,0.18,1.0
1.355,-3.1497134479590048,0.1697498345477562,-1.3882200558113862,1.1371823511226056,-0.009999999999999953,0.29,1.0
1.366,-3.1603726199395576,0.19076786574416435,-1.1363980527915392,1.4604489405841754,-0.52,-0.32,1.0
1.375,-3.1637217433216103,0.0840338097081673,-0.6036470625329928,1.7092451687323535,0.22999999999999998,-0.05,1.0
1.385,-3.176588720413516,0.2069283169907201,-0.8094681727575148,1.6061184518381606,0.16000000000000003,0.2,1.0
1.395,-3.180254653715924,0.1886365943073688,-0.024467811018719435,1.4021728070646797,-0.08999999999999997,-0.39,1.0
1.406,-3.188147427652824,0.18700877867130533,-0.9734278431940959,1.2325372129726042,0.06999999999999995,0.19,1.0
1.415,-3.191204438418423,0.1805121707101396,-0.11343797171188941,0.9759684522086577,0.37,0.14,1.0
1.425,-3.1896487310890227,0.24009324396957654,0.23673257948202675,0.9299051976802508,0.51,0.24,1.0
1.435,-3.18823082237828,0.27741732731333535,0.3899046992429491,0.8529124887970958,-0.32999999999999996,-0.61,1.0
1.445,-3.1898119329587162,0.15457602323087302,-0.22766965986439525,0.8087267057594412,0.20999999999999996,-0.02,1.0
1.455,-3.1976137375317664,0.26377172767004076,-0.7780408138715242,0.7272112346458756,-0.49,-0.42,1.0
1.465,-3.2022578526060177,0.14517264579908026,-0.5307269725685901,0.8225031769018474,0.6,0.29,1.0
1.476,-3.207794798616422,0.33254024432545615,-0.5276441111853589,0.7176736837380991,0.30999999999999994,0.29,1.0
1.485,-3.1942975664175406,0.2139185900392201,1.8735829988955512,0.5676710360228105,0.9999999999999999,-0.04,1.0
1.495,-3.185129963328171,0.380198205462513,1.0095025981547256,0.5445624640467166,0.16999999999999993,-0.17,1.0
1.505,-3.1560997606080665,0.17785710453805498,2.8691976100660104,0.5684400932067488,1.1400000000000001,-0.28,1.0
1.515,-3.135609028519447,0.33510061855935536,2.16909436656726,0.09427778170789727,1.35,0.82,1.0
1.525,-3.108586991302653,0.36120099841227393,3.0796627103162293,-0.28594889421237496,0.9500000000000001,0.16,1.0
1.535,-3.0632894795858414,0.1924471860023337,4.68880652906198,-1.0456099585714913,1.27,0.14,1.0
1.545,-3.010667344980282,0.22201618600859008,5.1846208644929845,-1.5191716550508998,0.31999999999999995,-0.61,1.0
1.555,-2.961615512285722,0.08189733496881724,4.523089738814942,-1.5881055873395535,1.1600000000000001,0.37,1.0
1.565,-2.910773202118341,0.15828996252722455,5.088939238846802,-2.022000858309386,0.5499999999999999,-0.08,1.0
1.575,-2.861199142880767,0.08968413459255983,4.685100474208924,-1.9392341507031658,0.82,0.26,1.0
1.585,-2.8263428595419846,0.13960773644632887,3.959345738457424,-1.936166483552833,-0.07999999999999996,-0.23,1.0
1.595,-2.7837656817487724,-0.04626942784804236,4.042525445513041,-1.9131342718026074,-0.13,-0.53,1.0
1.606,-2.743441107778269,-0.021537395565834047,3.1336024043987427,-1.2430018688359354,0.59,0.31,1.0
1.616,-2.725972696284537,0.22834369073593272,1.7492509417890192,0.08758796390576773,0.33999999999999997,0.18,1.0
1.626,-2.7099002807221493,0.18282815861552043,1.3520398511556606,0.6116041231553598,0.27,-0.03,1.0
1.636,-2.691410245235442,0.10303156211784192,2.1436527776436334,0.6343808796547376,0.30999999999999994,-0.37,1.0
1.647,-2.662858610617044,0.08064135812887444,2.311518835371935,0.4640672092112688,1.0299999999999998,0.41,1.0
1.656,-2.6382821498516877,0.1620970464828285,2.903093167484666,-0.1809747436821091,0.21999999999999997,-0.18,1.0
1.666,-2.6108827518590516,0.08033948810823689,2.347801270914564,-0.23168117911760272,0.66,0.31,1.0
1.676,-2.5964088425733,0.1469174795620139,1.7383727382490661,-0.6006010035612648,0.61,0.75,1.0
1.686,-2.57881843150061,0.12385214096555203,2.4712298192513473,-0.7378958588069193,0.9400000000000001,0.77,1.0
1.696,-2.534451829800105,0.08344226476573317,4.601340508604534,-1.0197702419177057,1.23,0.46,1.0
1.706,-2.4966528792309672,0.19429973580652357,3.3828046042487694,-1.1248416041053453,0.09999999999999998,0.15,1.0
1.716,-2.4621077046303856,-0.04816567637829114,3.2280399829686552,-1.6593271108169219,-0.61,-0.58,1.0
1.726,-2.4406934174140225,-0.17254411004672934,1.8086930023686252,-1.9917199423841374,-1.1099999999999999,-0.49,1.0
1.736,-2.4396971510420897,-0.19103613405683878,-0.5451865489995837,-1.9551332923694007,-1.4300000000000002,-0.06,1.0
1.746,-2.4449593012943276,-0.05744136081191625,-1.2481460813660061,0.682718498476282,0.17999999999999994,0.36,1.0
1.756,-2.458672719413009,0.18922394359103312,-1.8396706868212531,1.4336116551015015,-0.65,-0.03,1.0
1.766,-2.4649025419718984,0.003371133549148697,-0.8040189374926061,1.6195762806130534,0.7599999999999999,0.62,1.0
1.777,-2.475803312586811,0.20788907169157533,-0.41818000912801256,1.2819758779801824,-0.83,-0.59,1.0
1.788,-2.481955138054084,-0.023437037152703344,-0.7200266307243426,1.3121009720473535,0.68,0.61,1.0
1.797,-2.5031577567131857,0.2707123670992122,-2.220924410912205,0.9138354710512419,-1.54,-0.51,1.0
1.807,-2.531531455733896,-0.08424794872371694,-2.4139085904254047,0.8138413768157813,-1.85,-1.41,1.0
1.818,-2.55521564544019,-0.1530509579649949,-3.520857506143136,0.8296603091072943,-1.0899999999999999,-0.34,1.0
1.828,-2.591433401558656,0.12101090016414112,-4.047903954851488,2.340772003383263,-0.5,-0.22,1.0
1.837,-2.6375599013956554,0.2655303355612912,-4.559068461368484,2.9363591497921457,-0.67,-0.31,1.0
1.847,-2.6879218325475596,0.24846274550627725,-4.760780962714478,2.967781563627229,-0.83,-0.54,1.0
1.857,-2.731091902385289,0.1988323898887009,-4.027430943164216,2.9046298701673137,-0.49,-0.63,1.0
1.867,-2.7773674766623504,0.299391831258514,-4.532912741988185,2.817862708252177,0.7599999999999999,0.89,1.0
1.877,-2.8012418223207134,0.43382689939184027,-1.8979951461535078,2.2556334453573417,1.6400000000000001,1.09,1.0
1.887,-2.7996375235173896,0.5153416966729292,0.9250593606101138,1.384725970004791,1.56,0.57,1.0
1.897,-2.778765816152618,0.4327249459836715,3.047191631546027,0.4737322317330692,1.5099999999999998,0.17,1.0
1.908,-2.7395639082767116,0.3129965386743775,4.25069161607327,-1.1262323956137532,0.009999999999999953,-0.99,1.0
1.917,-2.686118552383706,-0.004605744765265429,5.046590021281882,-1.9973351599180411,1.23,-0.04,1.0
1.927,-2.64620281838007,0.24602196923578284,3.4742179615530464,-2.5231113190804444,0.4,0.38,1.0
1.937,-2.6034149838468523,0.10832835203531158,4.316565870332839,-2.4888059073953572,0.7499999999999999,0.08,1.0
1.947,-2.5605149941583596,0.16758285773037024,3.8423150668978034,-2.3633717306458313,0.91,0.63,1.0
1.957,-2.512494954383646,0.14263971785050297,4.768627823004561,-2.327998720258171,0.89,0.31,1.0
1.968,-2.4613520343131214,0.12529690636705065,4.894050907039976,-2.1928816043343486,0.20999999999999996,-0.31,1.0
1.977,-2.427639926795996,0.03366279748981586,3.5206707088144866,-2.0354690592278195,0.24,0.16,1.0
1.988,-2.391701851998381,-0.02940249374694769,3.36632254898114,-2.392091421471215,-0.22999999999999998,-0.09,1.0
1.997,-2.3620580223521164,-0.06684804665467534,2.0980066782775233,-2.3121035990828,-1.0299999999999998,-0.47,1.0
2.008,-2.3517005873364005,-0.15068861965372937,0.4077173425671321,-1.8035518532770074,0.68,1.49,1.0
2.017,-2.3324677495948913,0.07507412660297819,2.3349010675219546,-1.3456405265604159,-0.53,-0.36,1.0
2.028,-2.3278795858586707,0.018585706257340323,-0.0979977591393818,-0.25877129933333315,-0.9799999999999999,-0.34,1.0
2.037,-2.332225674515268,-0.12890528546156932,-0.7595123388931568,-0.24419662127735764,-1.27,-0.57,1.0
2.047,-2.3508097002936963,-0.09708817517686658,-2.8413182375716386,0.24052138607395535,-1.5299999999999998,-0.31,1.0
2.057,-2.3900883721892563,-0.05903595717084485,-4.254555368680995,1.1070178446824295,-2.54,-1.36,1.0
2.067,-2.435207647526129,-0.20672847708383546,-5.233816946513937,1.8527833047105164,-1.31,-0.41,1.0
2.077,-2.482803076682277,0.03317741879078093,-5.3185013505426415,2.630895359603392,-1.96,-1.19,1.0
2.087,-2.549610378425745,0.08874702890528433,-7.627522906246816,3.7913047958027524,-0.29999999999999993,0.68,1.0
2.097,-2.6335612644509805,0.35334255797667763,-7.558851501289926,3.6128131551474105,-0.9999999999999999,0.21,1.0
2.107,-2.7010978151693803,0.2764050041174976,-6.370634186097337,3.9652013638542476,-0.38,-0.15,1.0
2.118,-2.7742250192193443,0.4020168849555601,-6.578786446800953,3.953282690856703,-0.59,-0.13,1.0
2.129,-2.815537947474867,0.27122072772492684,-4.12125836360143,3.3562883225017255,0.5399999999999999,0.05,1.0
2.138,-2.855949032164377,0.45865012071852496,-3.7474679272946068,2.4988986360159315,-0.92,-0.85,1.0
2.148,-2.906684969685678,0.2932743624481151,-4.834540599457137,2.096378635634628,0.41000000000000003,0.64,1.0
2.159,-2.947550263802441,0.42529484459043837,-3.0770427643591516,1.2362529698745002,0.10999999999999999,0.14,1.0
2.168,-2.9549988079081833,0.34852899249521774,-0.4446430964309591,1.2093019721282028,1.6099999999999999,0.52,1.0
2.178,-2.955749105664654,0.5886526691794896,0.23590165489506276,0.754864090623909,0.68,0.07,1.0
2.188,-2.9413530912867416,0.3232776938559446,2.2751660077746614,-0.351874967457808,0.6,-0.55,1.0
2.198,-2.9268996081709537,0.2952222525432045,1.6668496519101086,-1.1999092720827176,-0.24,-0.66,1.0
2.208,-2.9041184832012448,0.16644961207992975,1.7892428686199597,-1.2003642893568207,1.02,0.27,1.0
2.218,-2.88745479235012,0.36741533293980116,1.8988338891508665,-1.2749095199317526,0.31999999999999995,-0.09,1.0
2.228,-2.8624143033822484,0.2706629686252731,2.2275263110932957,-0.9561099429793887,1.77,0.96,1.0
2.238,-2.8365183706322235,0.462358592798389,3.4024140714314774,-1.0753186095874947,0.39,-0.41,1.0
2.248,-2.8014299852545177,0.203787756439043,3.403547407263166,-1.3699480338788979,0.62,-0.22,1.0
2.258,-2.7619622497385796,0.1385480647858958,3.63023213298592,-2.1988279738609253,1.0899999999999999,0.63,1.0
2.269,-2.7127812618482006,0.20171382170185714,4.879218505280597,-2.293508093223941,0.6,-0.2,1.0
2.278,-2.677083509818264,0.18188446190155758,3.7934553802415034,-1.9221063990013572,0.7499999999999999,0.3,1.0
2.289,-2.6320859700485557,0.12665859688071285,4.642230082972404,-1.9970527359305523,1.83,1.11,1.0
2.299,-2.586640324614867,0.29610693473243843,4.725330428668078,-2.3330783540469797,-0.22999999999999998,-0.41,1.0
2.309,-2.535162405186843,-0.08572906987285772,4.909759441932758,-2.3593038860328113,0.92,0.25,1.0
2.319,-2.4892734227522344,0.06009824742181592,4.108183942683457,-2.777568850463349,-0.67,-0.44,1.0
2.331,-2.4763393053807317,-0.038974790739845756,0.961255597000166,-2.038661551144004,-0.57,0.24,1.0
2.339,-2.47881751064401,-0.0024227340885994847,-0.31022077829814265,-1.31869865935465,-1.17,-0.29,1.0
2.349,-2.483506438297208,-0.05954226027172124,-0.9798687657969949,-0.15367287266260587,-0.27,0.19,1.0
2.359,-2.4835685943715142,0.07007604820910268,-0.38386066250370465,0.7176658352127747,-0.35,-0.28,1.0
2.369,-2.4981425643118227,0.14483086196542422,-2.121433542052248,1.386218173636288,-0.5499999999999999,0.01,1.0
2.379,-2.5126801926176037,0.047603894753247195,-1.6339934316456086,1.2460418530789692,-0.9899999999999999,-0.75,1.0
2.389,-2.539154290171053,0.0030712407502116595,-2.7633688065563535,1.156752609208002,-0.30999999999999994,0.31,1.0
2.399,-2.5612050054766566,0.14146386818083945,-2.427059169792663,1.326179253712259,-1.1099999999999999,-0.7,1.0
2.409,-2.590638595363341,0.04761539327117632,-3.0012379839284673,1.5984706783459317,-0.33999999999999997,-0.01,1.0
2.419,-2.634852703541352,0.20922723149544373,-4.238860040660659,1.4372834057818855,-0.59,0.43,1.0
2.429,-2.6786292149283786,0.17902245728691124,-3.7565335737667915,1.2990182063962912,-0.64,0.02,1.0
2.439,-2.6961460175615306,0.1152413344794388,-1.9667044218125622,1.3932887752598149,-0.43999999999999995,-0.6,1.0
2.449,-2.727033199858903,0.22702711811865017,-3.3015021611733624,1.6172753128330672,-1.02,-0.57,1.0
2.459,-2.7536117719887363,0.11660061950905512,-3.0707233075193243,1.6956952269213277,0.32999999999999996,0.36,1.0
