168351,0.00,-0.07,0.00,-2.34,-2.60,0.00,0.50
168361,-0.01,-0.10,-1.25,-2.37,-3.27,0.00,0.50
168371,-0.05,-0.11,-3.75,-1.75,-3.91,0.00,0.50
168381,-0.11,-0.12,-6.25,-0.19,-3.82,0.00,0.50
168391,-0.22,-0.10,-11.25,1.55,-4.42,0.00,0.50
168401,-0.35,-0.07,-12.50,3.51,-3.36,0.00,0.50
168411,-0.49,-0.02,-13.75,4.92,-2.57,0.00,0.50
168421,-0.65,0.04,-16.25,5.99,-2.41,0.00,0.50
168431,-0.80,0.10,-15.00,6.06,-1.55,0.00,0.50
168441,-0.95,0.16,-15.00,5.93,-1.28,0.00,0.50
168451,-1.06,0.22,-11.25,5.65,1.15,0.00,0.50
168461,-1.16,0.27,-10.00,4.85,1.36,0.00,0.50
168471,-1.23,0.31,-6.25,3.65,2.14,0.00,0.50
168481,-1.29,0.32,-6.25,1.64,0.86,0.00,0.50
168492,-1.33,0.31,-3.75,-0.96,-1.00,0.00,0.50
168501,-1.35,0.30,-2.50,-1.10,-0.74,0.00,0.50
168511,-1.37,0.29,-2.50,-1.34,-1.03,0.00,0.50
168521,-1.40,0.28,-2.50,-1.03,-0.91,0.00,0.50
168531,-1.42,0.27,-2.50,-0.87,-0.89,0.00,0.50
168541,-1.45,0.26,-2.50,-0.59,-0.76,0.00,0.50
168551,-1.48,0.26,-2.50,-0.21,-0.53,0.00,0.50
168561,-1.50,0.26,-2.50,-0.17,-0.54,0.00,0.50
168571,-1.50,0.26,0.00,-0.28,1.18,0.00,0.50
168581,-1.52,0.25,-2.50,-0.26,-0.66,0.00,0.50
168591,-1.52,0.24,0.00,-0.91,0.64,0.00,0.50
168601,-1.52,0.23,0.00,-1.83,-1.03,0.00,0.50
168611,-1.52,0.21,0.00,-1.59,-0.98,0.00,0.50
168622,-1.52,0.20,0.00,-1.34,-0.92,0.00,0.50
168632,-1.52,0.19,0.00,-1.12,-0.85,0.00,0.50
168642,-1.52,0.18,0.00,-0.94,-0.81,0.00,0.50
168652,-1.52,0.17,0.00,-0.87,-0.83,0.00,0.50
168663,-1.52,0.16,0.00,-0.82,-0.85,0.00,0.50
168672,-1.52,0.15,0.00,-0.77,-0.88,0.00,0.50
168682,-1.52,0.14,0.00,-0.73,-0.91,0.00,0.50
168692,-1.52,0.14,0.00,-0.80,-1.02,0.00,0.50
168702,-1.52,0.13,0.00,-0.82,-1.09,0.00,0.50
168712,-1.52,0.12,0.00,-0.72,-1.08,0.00,0.50
168722,-1.52,0.11,0.00,-0.68,-1.11,0.00,0.50
168732,-1.52,0.11,0.00,-0.70,-1.17,0.00,0.50
168742,-1.52,0.10,0.00,-0.70,-1.22,0.00,0.50
168752,-1.55,0.10,-2.50,-0.40,-1.98,0.00,0.50
168762,-1.58,0.10,-2.50,0.35,-1.46,0.00,0.50
168772,-1.63,0.11,-5.00,1.12,-1.80,0.00,0.50
168782,-1.66,0.13,-3.75,2.04,-0.58,0.00,0.50
168793,-1.71,0.15,-5.00,2.27,-0.75,0.00,0.50
168803,-1.76,0.18,-5.00,2.50,0.47,0.00,0.50
168813,-1.79,0.20,-2.50,2.48,1.54,0.00,0.50
168823,-1.80,0.22,-1.25,1.66,1.55,0.00,0.50
168834,-1.81,0.22,-1.25,0.00,-0.48,0.00,0.50
168843,-1.81,0.22,0.00,-0.42,0.55,0.00,0.50
168853,-1.81,0.21,0.00,-0.47,0.48,0.00,0.50
168863,-1.81,0.21,0.00,-0.21,0.64,0.00,0.50
168873,-1.81,0.21,0.00,-0.16,0.67,0.00,0.50
168883,-1.81,0.21,0.00,-0.12,0.68,0.00,0.50
168893,-1.81,0.21,0.00,0.07,0.82,0.00,0.50
168903,-1.81,0.21,0.00,0.12,0.86,0.00,0.50
168913,-1.80,0.21,1.25,0.23,1.42,0.00,0.50
168923,-1.79,0.21,1.25,0.31,1.51,0.00,0.50
168933,-1.77,0.21,1.25,0.10,1.38,0.00,0.50
168943,-1.75,0.21,2.50,-0.82,1.16,0.00,0.50
168953,-1.74,0.20,1.25,-0.99,0.52,0.00,0.50
168963,-1.71,0.19,2.50,-0.98,0.93,0.00,0.50
168973,-1.70,0.18,1.25,-0.70,0.62,0.00,0.50
168983,-1.67,0.18,2.50,-0.49,1.20,0.00,0.50
168993,-1.66,0.17,1.25,-0.28,0.87,0.00,0.50
169004,-1.64,0.17,2.50,-0.14,1.43,0.00,0.50
169013,-1.61,0.17,2.50,-0.30,1.32,0.00,0.50
169023,-1.59,0.16,2.50,-0.52,1.14,0.00,0.50
169033,-1.56,0.15,2.50,-0.84,0.88,0.00,0.50
169043,-1.52,0.15,3.75,-0.80,1.32,0.00,0.50
169053,-1.50,0.14,2.50,-0.63,0.96,0.00,0.50
169063,-1.48,0.14,2.50,-0.47,1.04,0.00,0.50
169073,-1.45,0.13,2.50,-0.77,0.80,0.00,0.50
169083,-1.42,0.12,2.50,-0.58,0.90,0.00,0.50
169093,-1.40,0.12,2.50,-0.44,0.98,0.00,0.50
169103,-1.37,0.11,2.50,-0.45,0.95,0.00,0.50
169113,-1.35,0.11,2.50,-0.33,1.03,0.00,0.50
169123,-1.33,0.11,2.50,-0.23,1.10,0.00,0.50
169134,-1.30,0.11,2.50,-0.07,1.22,0.00,0.50
169144,-1.27,0.10,2.50,-0.24,1.10,0.00,0.50
169154,-1.25,0.10,2.50,-0.31,1.05,0.00,0.50
169164,-1.21,0.10,3.75,-0.40,1.44,0.00,0.50
169175,-1.17,0.09,3.75,-0.30,1.51,0.00,0.50
