time,phi,theta,phi_dot,theta_dot,ua,ref,ts
0.009,-9.55,0.27,0.0,-0.1,0.009999999999999953,-0.03,0.0
0.019,-9.549999184024148,0.26939071955495747,-0.000444263011463053,-0.029797004605667143,-0.08999999999999997,-0.16,0.0
0.03,-9.550353089298481,0.2155532834763622,-0.10250063348992611,-0.042100986998111545,0.59,0.56,0.0
0.039,-9.54885508158172,0.3228396564888286,0.39843385757754457,-0.0897638554983447,-0.009999999999999953,-0.06,0.0
0.05,-9.549131519967785,0.23030036395967174,0.012012504580423244,-0.18935719777876903,0.45999999999999996,0.52,0.0
0.059,-9.548625821621068,0.28287859585504166,0.3248216311920318,-0.42689169693717927,-0.30999999999999994,-0.2,0.0
0.069,-9.550020246780456,0.18715902403254098,-0.23320576436105322,-0.21960511119907122,0.22999999999999998,0.32,0.0
0.079,-9.549950144931548,0.25374550439517385,0.10551335215958096,-0.12230853795440794,0.13,0.14,0.0
0.089,-9.54961886725373,0.2633756790655916,0.06470630630755056,0.198609574431026,0.2899999999999999,0.19,0.0
0.099,-9.549119926831091,0.25380933260492033,0.2009382356293603,-0.04753473871563135,-0.87,-0.85,0.0
0.11,-9.551848531205463,0.0873340809763358,-0.6698161861200691,0.10143862452082297,-1.2000000000000002,-1.18,0.0
0.12,-9.562701654437394,0.03193949966364423,-1.9063092360354832,0.09388624687888547,-0.66,-0.35,0.0
0.13,-9.5966008838375,0.23629958687620856,-3.4661949414417994,0.7279198124727664,-0.33999999999999997,0.18,0.0
0.14,-9.629358117027895,0.27908660266059193,-2.593054043674187,1.0341762556420218,-0.51,-0.43,0.0
0.15,-9.65160806293402,0.2575268097817394,-2.5901049541542043,1.2434118832063759,-0.42999999999999994,-0.4,0.0
0.161,-9.664216158250035,0.20541358730654422,-1.6272015915321303,0.9609361456203854,0.04999999999999999,-0.11,0.0
0.171,-9.679144698804816,0.26969010673952504,-1.1100958763893847,0.6434138801219075,0.12,0.04,0.0
0.18,-9.689361398270378,0.3072497583121306,-0.9919528824803892,0.472094045143752,-0.7399999999999999,-0.78,0.0
0.19,-9.693786619800349,0.13899950260574812,-0.7500586550475148,0.3454605728618936,-0.41999999999999993,-0.64,0.0
0.2,-9.709040374710787,0.23926906075510437,-2.2155599434083655,0.3123459267548466,-0.7699999999999999,-0.46,0.0
0.21,-9.731083026564486,0.17181737015745693,-1.837687708874344,0.34792490347019567,1.1400000000000001,1.14,0.0
0.22,-9.738489922452416,0.4636571541804631,-0.31898059540657675,0.14010630749527264,-0.009999999999999953,-0.06,0.0
0.23,-9.71770225385091,0.22886726448335987,1.6402844011637105,0.15675269802009584,0.41000000000000003,-0.37,0.0
0.24,-9.708031072659777,0.3082684319746887,0.5324351720022245,-0.05191912065236365,0.29999999999999993,0.17,0.0
0.25,-9.700097079090938,0.2539524485286837,1.157459501608199,-0.4025968099043249,0.53,0.26,0.0
0.26,-9.696570371957652,0.31116608480349695,0.5516518129463508,-0.7147278608538548,-0.24,-0.12,0.0
0.271,-9.691135562701875,0.17087646781649118,0.7403241975247353,-0.7567609830458486,0.57,0.48,0.0
0.28,-9.679781822359484,0.2601448051783189,1.4050392191569816,-0.9728853697869488,0.17999999999999994,0.14,0.0
0.291,-9.676982063808945,0.24955183051147467,0.3144927184591766,-1.0190163115000606,-0.07999999999999996,0.25,0.0
0.301,-9.663889058324308,0.15066370539426463,0.8419418579433188,-1.2751155958839677,-0.85,-0.65,0.0
0.312,-9.661833296104668,0.05314106994778128,-0.5433943092780988,-1.1389561395442218,-1.1,-0.6,0.0
0.321,-9.664556484201459,0.04046511907941914,-0.9565963955767143,-0.3906946279213961,-0.04999999999999999,0.15,0.0
0.332,-9.663178154937501,0.1614187591537751,-0.19369230849715646,-0.41375537271654456,-0.7399999999999999,-0.54,0.0
0.341,-9.663263322352716,0.05914490053293581,-0.612446625741722,-0.44872302539036,-0.42999999999999994,-0.12,0.0
0.351,-9.66318831375715,0.07865746047404737,-0.42513666431210706,-0.5957439895192086,-0.82,-0.47,0.0
0.361,-9.66387417702996,0.018546845085971167,-0.6983801865110113,-0.6173998562145594,0.009999999999999953,0.42,0.0
0.371,-9.662318853055329,0.13124726813130785,-0.09730182371444393,-0.8444764196476033,-1.0299999999999998,-0.57,0.0
0.381,-9.66364410642619,0.005973246906237933,-0.8255721119747772,-0.5515970478559014,-1.2999999999999998,-0.85,0.0
0.391,-9.68102789004111,-0.04246992486968097,-1.997842759868303,-0.45913958031952407,-0.02999999999999997,0.69,0.0
0.401,-9.691887877414297,0.21583816030714098,-1.2393022609271467,0.33766323418907596,-0.25,0.03,0.0
0.411,-9.709052975113565,0.22902986348355348,-2.182190561052109,0.673159164569717,-0.68,-0.16,0.0
0.421,-9.730725122289423,0.08949840282865346,-1.745612533424729,0.33358775315795586,-0.7399999999999999,-0.34,0.0
0.431,-9.743124765873517,0.03754197844237349,-1.7025007383029176,-0.1363745151105893,-0.84,-0.26,0.0
0.441,-9.769371413655326,0.08510658222262879,-3.5309533534868125,-0.4619901154073376,-1.69,-0.43,0.0
0.451,-9.803787726598841,0.007401084855074,-3.6240504336682418,0.3704341599493908,-0.65,-0.02,0.0
0.461,-9.839992714590649,0.15850196760759414,-3.697217194070791,0.5492551041119886,-0.64,0.17,0.0
0.471,-9.864180673578227,0.2022075137286853,-2.8608351835166514,1.2717622604595178,-0.7499999999999999,-0.53,0.0
0.481,-9.898984165201483,0.17348078559012037,-3.6664848182918592,1.0992304125747787,0.44999999999999996,1.07,0.0
0.491,-9.928122290245017,0.29325002777741244,-1.9757981859365743,0.3599524267640008,-0.29999999999999993,0.21,0.0
0.502,-9.941796545528002,0.17817390298477306,-1.4361650026918862,0.05273766639411592,-0.41000000000000003,-0.01,0.0
0.511,-9.952008154490931,0.13093896265560714,-1.4193871047417688,-0.3581515708626499,-0.7999999999999999,-0.23,0.0
0.521,-9.963071630366814,0.06518089304913688,-1.7143234911810137,-0.5530939910222405,-0.64,0.03,0.0
