time,phi,theta,phi_dot,theta_dot,ua,ref,ts
0.0,-3.39,0.25,0.0,-0.1,0.08999999999999997,0.1,1.0
0.01,-3.3900003708020803,0.24996684999636615,0.00011584854912620457,-0.029924409198168384,-0.25,-0.27,1.0
0.02,-3.390745434126182,0.20367205977026218,-0.23529599187673023,0.43618370216173374,0.19999999999999996,0.01,1.0
0.031,-3.3902324319438915,0.2514680697282089,0.08120970867675453,0.5056852650717197,-0.52,-0.76,1.0
0.04,-3.3914517006084552,0.15945829520820035,-0.4274490647745326,0.748513876463025,0.57,0.27,1.0
0.05,-3.397470112293277,0.3412448732830641,-0.535294781457418,0.6060791591324652,-0.48,-0.46,1.0
0.06,-3.4017829988680757,0.18443798887720836,-0.4983431458294283,0.7583491511733141,-0.58,-0.94,1.0
0.07,-3.4107511652325138,0.16475954936429818,-1.4191273195002727,0.6289545014357625,-0.35,-0.3,1.0
0.08,-3.428912849729963,0.212938799233826,-1.3900859986509544,0.6724288976306965,0.009999999999999953,-0.04,1.0
0.09,-3.4324513825108647,0.28775063517622046,-0.2567789715867248,1.1424747599629357,0.2899999999999999,-0.39,1.0
0.1,-3.430550770909372,0.3358023661371829,0.1278407160708906,1.373475844530533,0.7499999999999999,-0.03,1.0
0.11,-3.428082945280978,0.4006852626465333,0.5433618740550346,1.2252412845540703,1.87,1.1,1.0
0.12,-3.4235957247380737,0.5302337040714568,1.4839264613532563,0.12626579613095168,1.02,0.64,1.0
0.13,-3.423078745696509,0.48440284284986634,0.9247152051827534,0.15490711921769734,0.009999999999999953,-0.38,1.0
0.14,-3.426666108138422,0.33385628088022257,0.07234429189358438,0.402334180253632,0.38,-0.07,1.0
0.15,-3.4281510259273653,0.35874504483815745,0.24713482420755828,0.46465389178560684,0.9500000000000001,0.41,1.0
0.161,-3.411686103049488,0.4245964816328228,1.583367975375662,0.48064599460900037,0.7799999999999999,-0.19,1.0
0.171,-3.3979624495480887,0.4162026102483367,1.6438206091987904,0.6670495936487687,0.52,-0.51,1.0
0.181,-3.3797397128835045,0.2868398238292711,2.3669473604543483,0.11959122910457687,1.9300000000000002,0.8,1.0
0.191,-3.347719927367415,0.47011089685535634,3.571791299171494,-0.7643689120471874,1.0499999999999998,0.18,1.0
0.202,-3.3020047231766694,0.32510020403472717,4.798967708102181,-0.8869864527678477,1.85,0.38,1.0
0.211,-3.2562653378181357,0.36639047046990386,4.773447731949008,-2.132735712661277,0.64,0.1,1.0
0.221,-3.2027223346907188,0.17392672709294155,5.55937153059826,-2.0827913459956564,1.98,0.76,1.0
0.231,-3.1393089733575072,0.3171377152878412,6.731317585161854,-2.4384009448176336,0.5,-0.56,1.0
0.241,-3.0574887560300166,0.028637755873780923,7.519840440175573,-2.4034081012904993,1.46,-0.14,1.0
0.251,-2.9959162711642504,0.16982337481790288,5.789834743108148,-3.11480723861736,-0.20999999999999996,-0.36,1.0
0.261,-2.942892772518249,-0.08948825593916546,5.098334613905203,-3.0615603422032005,-0.32999999999999996,-0.71,1.0
0.271,-2.8940082469824735,-0.11567363074016095,4.040216511070858,-2.681210776016669,-0.37,-0.47,1.0
0.281,-2.884645830140373,0.07328280861968944,0.2957816572062444,-1.4083246712139248,-0.91,-0.04,1.0
0.291,-2.867888840880661,-0.03306090098944822,1.049932633964696,-0.012243087318509122,0.63,0.23,1.0
0.301,-2.8736486624471165,0.30106328957140804,-0.2864004377648328,1.041189831941299,-0.18999999999999995,0.01,1.0
