x,y1,y2
0.1,0.97982,1.1715
0.2,0.95376,0.85178
0.3,0.92848,0.78598
0.4,0.74939,0.69042
0.5,0.62287,0.59832
0.6,0.50595,0.6202
0.7,0.35535,0.65831
0.8,0.20002,0.72732
0.9,0.025973,0.79391
1,0.18024,0.893
1.1,0.41266,1.0072
1.2,0.69528,1.1204
