x,y1,y2
0.5,1.8582,9.4889
0.6,3.9476,0.84914
0.7,4.3664,1.404
0.8,2.8888,2.5174
0.9,2.8564,3.0172
1,3.7842,3.7444
1.1,3.4106,3.223
1.2,3.4302,2.517
1.3,4.1612,7.5403
1.4,3.707,6.8822
1.5,4.0377,5.971
1.6,4.2324,4.5104
1.7,4.4735,7.0072
1.8,4.8688,6.4591
1.9,5.1649,5.9389
2,5.264,5.8073
