x,y1,y2
0.5,2.8406,1.7847
0.75,0.55201,5.9802
1,0.38702,4.5979
1.25,0.52682,17.791
1.5,0.31194,6.3935
1.75,0.36879,6.8006
2,0.30144,10.872
2.25,0.2273,9.6336
2.5,0.42841,5.4758
2.75,0.84055,4.7769
3,0.55938,9.2516
3.25,0.61141,20.494
3.5,1.0382,13.213
3.75,0.59199,8.1188
4,0.5074,8.334
4.25,0.52413,7.0543
4.5,0.51592,10.466
4.75,0.56178,11.442
5,0.57795,9.4294
5.25,0.57059,7.9703
5.5,0.51615,10.704
5.75,0.52019,19.917
6,0.50142,20.216
