x,y1,y2
0.5,4.968,57.517
0.75,2.659,130.64
1,4.9536,416.45
1.25,4.1635,77.715
1.5,3.8195,282.07
1.75,3.1044,30.555
2,3.0099,34.15
2.25,3.2083,22.698
2.5,3.3293,26.202
2.75,3.1084,23.275
3,3.0362,27.051
3.25,3.0126,26.828
3.5,2.8319,882.13
3.75,4.7821,26.171
4,2.5688,19.89
4.25,3.5268,14.648
4.5,2.5456,16.198
4.75,2.4821,19.389
5,2.7592,15.594
5.25,2.6003,15.184
5.5,2.6156,13.419
5.75,2.6061,16.894
6,2.8311,256.39
