x,y1,y2
1,4.7202,1.7081
2,1.0241,0.97137
3,0.96445,0.77931
4,0.92646,0.85678
5,0.89306,1.6632
6,0.91406,6.5977
7,0.93865,15.27
8,0.93944,3.3437
9,0.97177,1.3433
10,0.94309,0.95688
11,0.93637,0.9311
12,0.93647,0.76738
